familia_professional,area_professional,nom_de_laccio,nif_entitat_formacio,entitat,codi_municipi,nom_municipi,codi_comarca,nom_comarca,modalitat,tipus_de_formacio,hores,web,correu_electronic,telefon,categoria_duracion,tipo_nombre,longitud_nombre,es_certificado,nivell,id_curso,nivel_consolidado,tipus_nivell,categoritzacio_curs
Serveis socioculturals i a la comunitat,Formació i educació,El menjador escolar des d'una perspectiva socioeducativa,G58452210,EL CAE,8113,MANRESA,7,BAGES,Presencial,Altra Formació Professionalitzadora,20,https://www.cae.cat,cae@cae.cat,938725789,Corta,otro,56,False,,El menjador escolar des d'una perspectiva socioeducativa_EL CAE_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Formació i educació,Anglès b.1.b.,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,https://www.formar-te.es,formarte@formar-te.es,936061032,Larga,otro,13,False,Idiomes B.1,Anglès b.1.b._Formar-te_Teleformació_60,Mitjà,Idiomes,"{'nivell': 'Mitjà', 'tipus': 'Idiomes', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Transport i manteniment de vehicles,Conducció de vehicles per carretera,Formació en matèria subjecció de càrregues (formació complementària cap mercaderies),B64064223,"AULA ACTIVA, FORMACIÓ I SERVEIS, SL",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,8,https://www.aulaactiva.org,info@aulaactiva.org,934815581,Corta,otro,84,False,,"Formació en matèria subjecció de càrregues (formació complementària cap mercaderies)_AULA ACTIVA, FORMACIÓ I SERVEIS, SL_Presencial_8",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Transport i manteniment de vehicles', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Transport i manteniment de vehicles,Conducció de vehicles per carretera,Formació en matèria de protecció dels animals durant el seu transport (formació complementària cap mercaderies),B64064223,"AULA ACTIVA, FORMACIÓ I SERVEIS, SL",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.aulaactiva.org,info@aulaactiva.org,934815581,Corta,otro,111,False,,"Formació en matèria de protecció dels animals durant el seu transport (formació complementària cap mercaderies)_AULA ACTIVA, FORMACIÓ I SERVEIS, SL_Presencial_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Transport i manteniment de vehicles', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Formació complementària,Digitals / Ofimàtica / Tics,Microsoft excel 2019 nivell 1 - certificació mos-200: excel associate,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,45,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Larga,otro,69,False,,"Microsoft excel 2019 nivell 1 - certificació mos-200: excel associate_PIME Coneixement, S.L._Presencial_45",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Formació complementària', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Formació complementària,Seguritat alimentària,Manipulació d'aliments,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,10,https://www.catformacio.com,info@catformacio.org,932172515,Corta,otro,22,False,,Manipulació d'aliments_Catformació_Teleformació_10,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Formació complementària', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Eines per a l'organització del temps,F08735714,ESCOLA SANT GERVASI COOPERATIVA,8124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,21,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430,Media,otro,36,False,,Eines per a l'organització del temps_ESCOLA SANT GERVASI COOPERATIVA_Teleformació_21,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 3,B63073472,ETIF,8056,CASTELLDEFELS,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,180,https://ETIF.ES,INFO@ETIF.ES,936655875,Extensa,otro,70,False,,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 3_ETIF_Presencial_180,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Comerç i màrqueting,Màrqueting i relacions públiques,"Màrqueting a cercadors: seo, sem i analítica web",G59046193,AEBALL,8101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,45,https://www.aeball.com,formacion@aeball.net,933370450,Larga,otro,48,False,,"Màrqueting a cercadors: seo, sem i analítica web_AEBALL_Presencial_45",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Transport i manteniment de vehicles,Electromecànica de vehicles,Sostenibilitat i reciclatge en el manteniment de la bicicleta,F08735714,ESCOLA SANT GERVASI COOPERATIVA,8124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430,Media,otro,61,False,,Sostenibilitat i reciclatge en el manteniment de la bicicleta_ESCOLA SANT GERVASI COOPERATIVA_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Transport i manteniment de vehicles', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Atenció social,Prevenció del maltractament a l'àmbit geriàtric,G58825811,ACRA,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,15,https://www.acra.cat/ca/formacio,formacio1@acra.cat,673724697,Corta,otro,47,False,,Prevenció del maltractament a l'àmbit geriàtric_ACRA_Teleformació_15,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,B25363169,INDICE CONSULTORÍA Y FORMACIÓN,25120,LLEIDA,33,SEGRIÀ,Teleformació,Altra Formació Professionalitzadora,30,https://indiceformacion.com/,adominguez@indiceformacion.com,973184377,Media,otro,23,False,,Resolució de conflictes_INDICE CONSULTORÍA Y FORMACIÓN_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Edificació i obra civil,Projecte i seguiment d'obra,"Diagnosi, deficiències i actuació en rehabilitació d'estructures",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,64,False,,"Diagnosi, deficiències i actuació en rehabilitació d'estructures_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Edificació i obra civil', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Administració i gestió,Administració i auditoria,Nòmines i seguretat social i,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.formar-te.es,formarte@formar-te.es,936061032,Media,otro,28,False,,Nòmines i seguretat social i_Formar-te_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0111_mf1449_acompanyament de persones amb discapacitat en activitats programades,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,0,ÀREA METROPOLITANA OEST,Presencial,Certificats de Professionalitat,70,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505,Larga,certificado,84,False,,Ssce0111_mf1449_acompanyament de persones amb discapacitat en activitats programades_NASCOR_Presencial_70,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 3,B61463675,QUALITAT I FORMACIO,8089,GAVÀ,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,180,https://www.qualitatiformacio.cat,mail@qualitatiformacio.cat,936389273,Extensa,otro,70,False,,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 3_QUALITAT I FORMACIO_Presencial_180,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,F08735714,ESCOLA SANT GERVASI COOPERATIVA,8124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,30,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430,Media,otro,23,False,,Resolució de conflictes_ESCOLA SANT GERVASI COOPERATIVA_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Agrària,Ramaderia,Benestar animal durant el sacrifici en escorxadors avícoles,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,https://www.idfo.com,sroman@idfo.com,932689292,Corta,otro,59,False,,Benestar animal durant el sacrifici en escorxadors avícoles_IDFO_Presencial_10,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Agrària', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Formació complementària,Digitals / Ofimàtica / Tics,Microsoft excel 2019 nivell 2 - certificació mos-201: excel expert,G08484032,UPM,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,45,https://www.upm.org,info@upm.org,933180828,Larga,otro,66,False,Avançat,Microsoft excel 2019 nivell 2 - certificació mos-201: excel expert_UPM_Presencial_45,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Formació complementària', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Agrària,Agricultura,Poda general,G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,Altra Formació Professionalitzadora,10,https://www.uier.org,formacio@uier.org,972703111,Corta,otro,12,False,,Poda general_UIER_Presencial_10,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Agrària', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Atenció social,Atenció al malalt d'alzheimer,A08741530,ADAMS FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,20,https://www.adams.es,formacionbarcelona@adams.es,932081507,Corta,otro,29,False,,Atenció al malalt d'alzheimer_ADAMS FORMACIÓ_Teleformació_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
Seguretat i medi ambient,Seguretat i prevenció,"Formació específica per a vigilants de seguretat que prestin servei de vigilància a urbanitzacions, polígons, transports i espais públics",G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.idfo.com,sroman@idfo.com,932689292,Corta,otro,137,False,,"Formació específica per a vigilants de seguretat que prestin servei de vigilància a urbanitzacions, polígons, transports i espais públics_IDFO_Presencial_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,B25038035,INLINGUA LLEIDA,25120,LLEIDA,33,SEGRIÀ,Presencial,Altra Formació Professionalitzadora,30,https://inlingualleida.es/,lleida.informatica@inlingua.es,973240716,Media,otro,23,False,,Resolució de conflictes_INLINGUA LLEIDA_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Botiga virtual i gestió del comerç electrònic,A17117003,ESCOLA DE GESTIÓ EMPRESARIAL,17079,GIRONA,20,GIRONÈS,Teleformació,Altra Formació Professionalitzadora,35,https://www.ege.edu.es,escola@ege.edu.es,972401300,Media,otro,45,False,,Botiga virtual i gestió del comerç electrònic_ESCOLA DE GESTIÓ EMPRESARIAL_Teleformació_35,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Analítica i màrqueting digital,B25038035,INLINGUA LLEIDA,25120,LLEIDA,33,SEGRIÀ,Presencial,Altra Formació Professionalitzadora,30,https://inlingualleida.es/,lleida.informatica@inlingua.es,973240716,Media,otro,30,False,,Analítica i màrqueting digital_INLINGUA LLEIDA_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Gestió de les xarxes socials a l'empresa,B61134870,ITEM FORMACIÓN,8252,BARBERÀ DEL VALLÈS,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,50,https://www.itemformacion.com,info@itemformacion.com,646139009,Larga,otro,40,False,,Gestió de les xarxes socials a l'empresa_ITEM FORMACIÓN_Teleformació_50,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,B64719883,UCF,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.ucf.cat,mnadal@ucf.cat,932594381,Media,otro,23,False,,Resolució de conflictes_UCF_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Impost sobre el valor afegit (iva),G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.catformacio.com,info@catformacio.org,932172515,Corta,otro,34,False,,Impost sobre el valor afegit (iva)_Catformació_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Habilitats personals i socials,Mindfulness,A17117003,ESCOLA DE GESTIÓ EMPRESARIAL,17079,GIRONA,20,GIRONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.ege.edu.es,escola@ege.edu.es,972401300,Media,otro,11,False,,Mindfulness_ESCOLA DE GESTIÓ EMPRESARIAL_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Gestió de la informació i comunicació,Ms excel bàsic 2016 (accessible),G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",25,https://www.uier.org,formacio@uier.org,972703111,Media,otro,32,False,Bàsic,Ms excel bàsic 2016 (accessible)_UIER_Presencial_25,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Seguretat i medi ambient,Gestió ambiental,"Economia circular, principis de la sostenibilitat",B61134870,ITEM FORMACIÓN,8252,BARBERÀ DEL VALLÈS,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,12,https://www.itemformacion.com,info@itemformacion.com,646139009,Corta,otro,49,False,Bàsic,"Economia circular, principis de la sostenibilitat_ITEM FORMACIÓN_Teleformació_12",Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
