nomcurs,desccurscat,codiarea,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,financiacio,datainici,preinscripcio,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccurses,mes
OPERACIONS BÀSIQUES DE RESTAURANT I BAR,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",HTR,210.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0208.pdf,Ajudant/a de cambrer/a Ajudant/a de bar Ajudant/a de rebost Auxiliar de col·lectivitats Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-01,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189368/003&codi_curso_seleccionado=24/FPOIES_23_24/714/0189368/003,INSTITUT BAIX EMPORDA,17117,AV Corts Catalanes 7,41.910374,3.165758,972300323,b7002557@xtec.cat,http://insbaixemporda.cat,17200,2775.0,SOC,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",12.0
Operacions auxiliars de muntatge i manteniment d'equips elèctrics i electrònics,Contacteu amb l'entitat,EEQ,310.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEQ0111.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189680/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189680/001,IES DE GUISSONA,25110,CR CASTANYERS 13,0.0,0.0,973551417,IESGUISSONA@XTEC.CAT,http://www.iesguissona.cat,25210,45833.0,SOC,Contacteu amb l'entitat,1.0
Muntatge i manteniment d'instal·lacions solars fotovoltàiques,"Efectuar, sota la supervisió, el muntatge, posada en servei, operació i manteniment d'instal·lacions solars fotovoltaiques amb la qualitat i la seguretat requerides i complint la normativa vigent. Replantejar instal·lacions solars fotovoltaiques Man",EAE,360.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ENAE0108.pdf,Muntador/a de plaques d'energia solar Muntador/a d'instal·lacions solars fotovoltàiques Instal·lador/a de sistemes fotovoltàics i eòlics Operador/a en central solar fotovoltaic Operador/a d'instal·lacions solars fotovolàiques,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/018&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/018,CIFO Vallès,08279,"CT N-150, km 15",41.63159,2.29423,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08520,12382.0,SOC,"Efectuar, sota la supervisió, el muntatge, posada en servei, operació i manteniment d'instal·lacions solars fotovoltaiques amb la qualitat i la seguretat requerides i complint la normativa vigent. Replantejar instal·lacions solars fotovoltaiques Man",11.0
"Habilitació per a la docència en graus A, B i C del Sistema de Formació Professional",Contacteu amb l'entitat,SCE,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCE0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184339/073&codi_curso_seleccionado=23/FOAP/680/0184339/073,FUNDACIO CATALANA DE L'ESPLAI,08169,CR RIU ANOIA 42-54,41.315674,2.082417,934747474,xplanas@fundesplai.org,,08820,3943.0,SOC,Contacteu amb l'entitat,9.0
Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,360.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/006&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/006,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383.0,SOC,Contacteu amb l'entitat,12.0
Manteniment de bicicletes i vehicles de mobilitat urbana o personal,Contacteu amb l'entitat,TMG,200.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVG12.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-10-21,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189684/001&codi_curso_seleccionado=24/ATCC2/712/0189684/001,"BICICLOT, SCCL",08019,CR PERE IV 58,41.39574,2.19231,933077475,FORMACIO@BICICLOT.COOP,https://www.biciclot.coop,08005,30778.0,SOC,Contacteu amb l'entitat,10.0
Transport escolar i de menors (Formació Complementària CAP Viatgers),Contacteu amb l'entitat,TMI,10.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI40.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-12-18,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184075/032&codi_curso_seleccionado=23/FOAP/680/0184075/032,AUTOESCOLA MATADEPERA S.L,08279,CT MONTCADA 180,41.557205,2.013345,937835678,SECCIO04@AUTOESCOLAMATADEPERA.CAT,http://autoescolamatadepera.cat/,08223,26298.0,SOC,Contacteu amb l'entitat,12.0
Muntatge i manteniment d'instal·lacions elèctriques de baixa tensió,Contacteu amb l'entitat,EEE,840.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEE0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189754/001&codi_curso_seleccionado=24/CIFOCS_ED/707/0189754/001,CIFO Sant Feliu,08211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387.0,SOC,Contacteu amb l'entitat,12.0
Pintura decorativa en construcció,Contacteu amb l'entitat,EOB,560.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/EOCB0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189775/001&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189775/001,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384.0,SOC,Contacteu amb l'entitat,11.0
Gestió de xarxes de veu i dades,Contacteu amb l'entitat,ICM,530.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCM0310.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/008&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/008,CIFO Vallès,08279,"CT N-150, km 15",41.554085,2.053573,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08227,12382.0,SOC,Contacteu amb l'entitat,12.0
Desenvolupament d'aplicacions mòbils per a Ios i Android amb Flutter,Contacteu amb l'entitat,ICD,240.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCD0002.pdf,,Certificat d'assistència,Teleformació,Teleformació,Sí,2024-12-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187300/039&codi_curso_seleccionado=24/CIFOCS_SEPE/706/0187300/039,CIFO L'Hospitalet,08101,CT del Mig 24,41.359455,2.114514,932603120,cifo_hospitalet.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifohospitalet,08907,12386.0,SOC,Contacteu amb l'entitat,12.0
COL·LOCACIÓ DE PEDRA NATURAL,Contacteu amb l'entitat,IED,300.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IEXD0409.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-25,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189750/010&codi_curso_seleccionado=24/FPOIES_23_24/714/0189750/010,IES MOLLERUSSA,25137,"CT Torregrossa, km 1,9 s/n",0.0,0.0,973600359,areig@xtec.cat,,25230,16560.0,SOC,Contacteu amb l'entitat,11.0
Eines DevOps,Contacteu amb l'entitat,ICD,75.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-21,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187187/054&codi_curso_seleccionado=24/CIFOFSE/702/0187187/054,CIFO La Violeta,08019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362.0,SOC,Contacteu amb l'entitat,11.0
Serveis bàsics de barres i sala a la restauració,Contacteu amb l'entitat,HTR,20.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR26.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-14,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188445/030&codi_curso_seleccionado=24/ATCC2/712/0188445/030,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,11.0
"Soldadura per arc sota gas protector amb elèctrode consumible, soldeig «MIG/MAG»",Contacteu amb l'entitat,FMC,410.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://serveiocupacio.gencat.cat/web/.content/20_millorar-el-perfil/programes-formatius/es/FMEC0119_p.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/002&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/002,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385.0,SOC,Contacteu amb l'entitat,12.0
Operacions auxiliars de serveis administratius i generals,Contacteu amb l'entitat,AGG,390.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0408.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-18,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189677/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189677/001,Institut de l'Ebre,43155,"AV AV. COLOM,  34-42",40.814926,0.514809,977500949,e3004441@xtec.cat,,43500,2802.0,SOC,Contacteu amb l'entitat,11.0
Guia per itineraris de baixa i mitjana muntanya,Contacteu amb l'entitat,AEA,490.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDA0611.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-16,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189589/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189589/001,INSTITUT CAL·LIPOLIS,43148,AU TARRAGONA-SALOU S/N,41.102863,1.204251,977544202,INSTITUT@INSTITUTCALLIPOLIS.CAT,,43006,3755.0,SOC,Contacteu amb l'entitat,9.0
Operacions auxiliars de muntatge d'instal·lacions electrotècniques i de telecomunicacions en edificis,Contacteu amb l'entitat,EES,300.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELES0208.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-03,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189675/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189675/001,IES CAPARRELLA,25120,ZO PARTIDA DE LA CAPARRELLA 98,41.596783,0.581966,973288180,c5002799@xtec.cat,http://www.iescaparrella.cat,25192,2810.0,SOC,Contacteu amb l'entitat,10.0
ANÀLISI QUÍMICA,"Organitzar i aplicar tècniques i mètodes d'anàlisi química i instrumental, sobre matèries i productes, orientats al control de qualitat i investigació; actuant sota normes de bones pràctiques de laboratori, de seguretat personal i mediambiental. Rea",QUA,570.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/QUIL0108.pdf,Analista de laboratori de química industrial Analista de laboratori d'indústries agroalimentàries Analista de matèries primeres i acabats Analista de laboratori del sector mediambiental Analista de laboratori d'indústries transformadores Analista de laboratori de la indústria farmacèutica Analista de laboratori de centres de formació (Universitats) i investigació Tècnic/a de laboratori de química industrial Tècnic/a en control de qualitat en indústries de manufactures diverses excepte vidre),Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-18,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/003&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/003,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383.0,SOC,"Organitzar i aplicar tècniques i mètodes d'anàlisi química i instrumental, sobre matèries i productes, orientats al control de qualitat i investigació; actuant sota normes de bones pràctiques de laboratori, de seguretat personal i mediambiental. Rea",11.0
Disseny Tridimensional Orgànic per a impressió 3D,Contacteu amb l'entitat,ICT,30.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT92.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-22,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187187/038&codi_curso_seleccionado=24/CIFOFSE/702/0187187/038,CIFO La Violeta,08019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362.0,SOC,Contacteu amb l'entitat,11.0
OPERACIONS BÀSIQUES DE PISOS D'ALLOTJAMENTS,"Realitzar la neteja i posada a punt d'habitacions, zones nobles i àrees comunes, així com rentar, planxar i adobar la roba de l'establiment i dels usuaris en diferents tipus d'allotjaments a fi d'aconseguir la qualitat,  amb aplicació de les normes",HTA,300.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTA0108.pdf,Cambrer/a de pisos (hoteleria) Mosso/a d'habitació o valet Auxiliar de pisos i neteja Auxiliar de bugaderia i llenceria en establiments d'allotjament,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188014/004&codi_curso_seleccionado=24/ATCC2/712/0188014/004,"E.S.T BAR, S.L",08019,CR LLEDO 11,41.38252,2.179226,934360363,info@escolatur.com,http://www.escolatur.com,08002,1819.0,SOC,"Realitzar la neteja i posada a punt d'habitacions, zones nobles i àrees comunes, així com rentar, planxar i adobar la roba de l'establiment i dels usuaris en diferents tipus d'allotjaments a fi d'aconseguir la qualitat,  amb aplicació de les normes",11.0
Programa de qualificació inicial accelerada de conductors amb MMPP (Mercaderies),Contacteu amb l'entitat,TMI,140.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI39.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-15,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188152/014&codi_curso_seleccionado=24/ATCC2/712/0188152/014,AUTOESCUELA REX SLU,25120,CR DOCTORA CASTELLS 3,41.611652,0.631336,660196753,AUTOESCUELAREX@GMAIL.COM,,25001,46012.0,SOC,Contacteu amb l'entitat,11.0
