IDENTIFICADOR,FAMÍLIA PROFESSIONAL,ÀREA PROFESSIONAL,NOM DE L'ACCIÓ,NIF_ENTITAT_FORMACIÓ,ENTITAT,CODI_MUNICIPI,NOM_MUNICIPI,CODI_COMARCA,NOM_COMARCA,MODALITAT,TIPUS DE FORMACIÓ,HORES,WEB,CORREU ELECTRÒNIC,TELÈFON
244738,Sanitat,Atenció sanitària,"Atenció pal·liativa integral i integrada de persones amb condicions cròniques avançades en serveis de salut, socials i territoris",G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,10,www.idfo.com,sroman@idfo.com,932689292
250385,Administració i gestió,Administració i auditoria,Comptabilitat avançada,B61088159,CF ESTUDI IMATGE SL,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,60,https://formacionprofesionalstudy.com/,esmemaragda@hotmail.com,695452917
259718,Imatge personal,Estètica,IMPE0209_MF0066_Maquillatge per a mitjans escènics i produccions audiovisuals,B61088159,CF ESTUDI IMATGE SL,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,,120,https://formacionprofesionalstudy.com/,esmemaragda@hotmail.com,695452917
254671,Química,Procés químic,"Equips, operacions, materials i processos de fabricació a la indústria química i afins",A79221651,"CESI IBERIA, S.A.U",08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.cesi-iberia.com/,cpaez@criteria.es,932652677
242170,Seguretat i medi ambient,Seguretat i prevenció,"Detecció, prevenció i gestió de situacions d'odi i discriminació a l'àmbit de la seguretat privada",B65943235,SG CONSULTORS FORMADORS SL,08019,BARCELONA,13,BARCELONÈS,Presencial,,4,www.sgconsultorsformadors.cat,marqueting@sgconsultorsformadors.cat,936113105
243491,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs de xarxes de proveïment i sanejament i pous,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
249364,Transport i manteniment de vehicles,Conducció de vehicles per carretera,Programa de formació contínua CAP per a conductors amb sensibilització i educació viària (Mercaderies i Viatgers),B65471252,APTIBUS,08205,SANT CUGAT DEL VALLÈS,40,VALLÈS OCCIDENTAL,Presencial,,35,aptibus.com,infoalumnes@aptibus.com,932429090
252234,Comerç i màrqueting,Màrqueting i relacions públiques,Gestió de les xarxes socials a l'empresa,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,50,https://www.formar-te.es,formarte@formar-te.es,936061032
243395,Edificació i obra civil,Maquinària de construcció,Muntatge de bastides tubulars recolzades,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,35,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
246324,Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
245798,Serveis socioculturals i a la comunitat,Formació i educació,Anglès C.1.B.,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.autoocupacio.org,formacio@autoocupacio.org,934908860
248293,Administració i gestió,Administració i auditoria,Gestió de recursos humans,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
241130,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.D.,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
246222,Serveis socioculturals i a la comunitat,Formació i educació,Educació inclusiva centrada en la dislèxia,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
241086,Serveis socioculturals i a la comunitat,Atenció social,Atenció a persones malaltes amb demència,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Altra Formació Professionalitzadora,15,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
251137,Administració i gestió,Administració i auditoria,Drets d'estrangeria,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,,20,www.egaraformacio.com,cursos@egaraformacio.com,937339820
243424,Competències transversals,Prevenció de riscos laborals i salut laboral,Emergències i primers auxilis per a recursos preventius i equips de primera intervenció (EPI),G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
247327,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma UNE 58451,B65943235,SG CONSULTORS FORMADORS SL,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",24,www.sgconsultorsformadors.cat,marqueting@sgconsultorsformadors.cat,936113105
247607,Administració i gestió,Administració i auditoria,Nòmines i seguretat social II,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,30,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
241129,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.C.,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
240444,Edificació i obra civil,Maquinària de construcció,Operacions de minicarregadora-miniexcavadora,G17047002,UNIÓ D'EMPRESARIS DE LA CONSTRUCCIÓ DE GIRONA,17079,GIRONA,20,GIRONÈS,Presencial,,30,https://www.uecgirona.com,formacio@uecgirona.com,972596460
251084,Serveis socioculturals i a la comunitat,Atenció social,Millora de l'acció social a través de la transformació digital,R5800395E,Fundació Pere Tarres,08019,BARCELONA,13,BARCELONÈS,Presencial,,220,www.peretarres.org,if@peretarres.org,934101602
251956,Serveis socioculturals i a la comunitat,Formació i educació,Anglès C.1.D.,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Teleformació,,60,https://www.formar-te.es,formarte@formar-te.es,936061032
257175,Serveis socioculturals i a la comunitat,Formació i educació,"SSCE0110_MF1443_Selecció, elaboració, adaptació i utilizació de materials, mitjans i recursos didàctics i",B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Certificats de Professionalitat,90,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
241110,Competències transversals,Habilitats personals i socials,Habilitats de comunicació,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Altra Formació Professionalitzadora,30,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
248667,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.1.C.,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
248277,Informàtica i comunicacions,Desenvolupament,Desenvolupament d'aplicacions amb Android. Nivell bàsic,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
246367,Comerç i màrqueting,Màrqueting i relacions públiques,Elaboració d'un pla de màrqueting,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
259467,Serveis socioculturals i a la comunitat,Atenció social,SSCG0111_MF1424_Emissió i gestió de trucades sortints en un servei de telesassistència,B56635774,AUTOESCOLA L'ASFALT,08187,SABADELL,40,VALLÈS OCCIDENTAL,Teleformació,Certificats de Professionalitat,60,www.lasfalt.com,formacio@formartalent.com,692511167
243459,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a feines de conservació i explotació de carreteres. Part específica,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
254977,Serveis socioculturals i a la comunitat,Formació i educació,Anglès A.1.B.,B61146163,CEMFORMACIO,08184,RUBÍ,40,VALLÈS OCCIDENTAL,Presencial,,75,www.cemformacio.net,marc@cemformacio.net,935880041
243081,Competències transversals,Habilitats personals i socials,Tècniques de maneig en la comunicació verbal davant una situació potencialment violenta,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
252985,Comerç i màrqueting,Màrqueting i relacions públiques,Promoció i negoci a través de les xarxes socials,B58684747,CET PENEDÈS,08305,VILAFRANCA DEL PENEDÈS,03,ALT PENEDÈS,Presencial,Altra Formació Professionalitzadora,40,www.cetpenedes.cat,publicitat@cetpenedes.com,938904745
246066,Agrària,Agricultura,Adob i fertilització en agricultura ecològica,G08687642,UNIO DE PAGESOS DE CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,uniopagesos.cat,uniopagesos@uniopagesos.cat,932680900
243496,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs de construcció i manteniment de vies fèrries,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
246268,Serveis socioculturals i a la comunitat,Atenció social,Serveis assistencials a persones amb dependència,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
260499,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0109_MF1021_Participació ciutadana,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Presencial,,90,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
246219,Serveis socioculturals i a la comunitat,Formació i educació,Diversitat sexual,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
250365,Comerç i màrqueting,Màrqueting i relacions públiques,Analítica i màrqueting digital,B61088159,CF ESTUDI IMATGE SL,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,30,https://formacionprofesionalstudy.com/,esmemaragda@hotmail.com,695452917
248292,Comerç i màrqueting,Màrqueting i relacions públiques,Gestió de les xarxes socials a l'empresa,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,50,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
243622,Serveis socioculturals i a la comunitat,Formació i educació,Diversitat sexual,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Teleformació,,20,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
245809,Formació complementària,Digitals / Ofimàtica / Tics,Comunicació i col·laboració amb eines digitals (ACTIC Nivell avançat),G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,,40,www.autoocupacio.org,formacio@autoocupacio.org,934908860
246369,Comerç i màrqueting,Màrqueting i relacions públiques,"Màrqueting a cercadors: SEO, SEM i analítica Web",B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,45,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
236165,Fabricació mecànica,Producció mecànica,Disseny 3D i 2D a CATIA v5,A10638591,Campus FPCAT-UPC de la Mobilitat Sostenible (Martorell),08114,MARTORELL,11,BAIX LLOBREGAT,Presencial,,60,https://cms.upc.edu,info.cms@cms.upc.edu,934012512
246271,Sanitat,Atenció sanitària,"Tècniques de rehabilitació, fisioteràpia i psicomotricitat",G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
252997,Hostaleria i turisme,Restauració,Tècniques d'elaboració de combinats,B58684747,CET PENEDÈS,08305,VILAFRANCA DEL PENEDÈS,03,ALT PENEDÈS,Presencial,Altra Formació Professionalitzadora,20,www.cetpenedes.cat,publicitat@cetpenedes.com,938904745
243485,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a operacions de vehicles i maquinària de moviment de terres,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
255804,Imatge i so,Produccions fotogràfiques,Fotografia digital i tractament d'imatges. Nivell bàsic,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,35,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
252211,Transport i manteniment de vehicles,Conducció de vehicles per carretera,Competència professional per al transport de viatgers,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,80,https://www.formar-te.es,formarte@formar-te.es,936061032
248268,Administració i gestió,Administració i auditoria,Comptabilitat avançada,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
241116,Formació complementària,Digitals / Ofimàtica / Tics,WhatsApp Business per a millorar la comunicació amb els teus clients,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,,12,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
253288,Administració i gestió,Administració i auditoria,Comptabilitat avançada,G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,Altra Formació Professionalitzadora,60,www.uier.org,formacio@uier.org,972703111
241073,Imatge personal,Perruqueria,Tècniques de recollits dels cabells,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Altra Formació Professionalitzadora,16,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
258609,Serveis socioculturals i a la comunitat,Formació i educació,"SSCE0110_MF1443_Selecció, elaboració, adaptació i utilizació de materials, mitjans i recursos didàctics i",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,90,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
248663,Serveis socioculturals i a la comunitat,Formació i educació,Anglès A.1.B.,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,,75,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
253835,Administració i gestió,Administració i auditoria,Impost sobre la Renda de les Persones Físiques - IRPF,B56635774,AUTOESCOLA L'ASFALT,08187,SABADELL,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,20,www.lasfalt.com,formacio@formartalent.com,692511167
246375,Arts gràfiques,Disseny gràfic i multimèdia,Visual Design amb Adobe Photoshop,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,,40,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
252898,Competències transversals,Habilitats personals i socials,Habilitats de comunicació,F08735714,ESCOLA SANT GERVASI COOPERATIVA,08124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,30,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430
248020,Transport i manteniment de vehicles,Conducció de vehicles per carretera,Formació per a l'accés a les proves del permís de conduir Classe C,G25383928,"OELL, FUNDACIÓ PRIVADA",25120,LLEIDA,33,SEGRIÀ,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",135,www.coell.org,sroig@coell.org,973232166
243483,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a operacions d'aparells elevadors,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
